lemma,frequency,rank
χρεωναίνω,16,21025
χρένω,16,21026
χύσος,16,21027
ψεκάζω,16,21028
ψήφιζη,16,21029
ψοφίμιο,16,21030
ψυχοθεραπευτής,16,21031
ψωριάρης,16,21032
ώσει,16,21033
ακινησία,15,21034
αναγκαιότητα,15,21035
αναφερόμενος,15,21036
ανεπιτυχής,15,21037
ανεπιφύλακτα,15,21038
αρμενία,15,21039
αφορίζω,15,21040
βεβαίωση,15,21041
γενικεύω,15,21042
διετία,15,21043
δραστηριοποιώ,15,21044
εκβολή,15,21045
εκκλησάκι,15,21046
επιδέχομαι,15,21047
εφεξής,15,21048
θριαμβευτικός,15,21049
καπνοδόχος,15,21050
καυσαέριο,15,21051
λιμένας,15,21052
λόγιος,15,21053
μετάλλευμα,15,21054
μεταστροφή,15,21055
μετριοπαθής,15,21056
μοναδικότητα,15,21057
παρασκευάζω,15,21058
παρυφή,15,21059
προοίμιο,15,21060
προσδίδω,15,21061
προστάτιδα,15,21062
σιτηρά,15,21063
στέφανο,15,21064
χλωρίδα,15,21065
αβαείο,15,21066
αγγελιάφορος,15,21067
αγιατολάχ,15,21068
άγκιστρος,15,21069
αγορίνω,15,21070
άγχη,15,21071
αγωνιώ,15,21072
αδαή,15,21073
αδερφικός,15,21074
αδιακρίτα,15,21075
αδίκω,15,21076
αερολιμένα,15,21077
αηδιασμένος,15,21078
αθλιότητα,15,21079
άθλο,15,21080
ακριβολογώ,15,21081
ακτινολογικός,15,21082
ακτογραμμή,15,21083
αλεξίσφαιρος,15,21084
αλλήθωρος,15,21085
αλλουνώ,15,21086
άλυτο,15,21087
αμαζόνας,15,21088
αμαξό,15,21089
αμερικάνε,15,21090
αμνών,15,21091
αμοιβάδα,15,21092
αμπελώνας,15,21093
αναγεννίμαι,15,21094
αναγνωστήριο,15,21095
αναδυόμενος,15,21096
ανακαθέπω,15,21097
αναλογιστής,15,21098
αναμάρτητος,15,21099
αναμίχω,15,21100
αναπαρώ,15,21101
αναπαυθής,15,21102
ανάπαυλα,15,21103
αναπηδά,15,21104
αναπόσπαστος,15,21105
ανασκόπηση,15,21106
ανασταλτικός,15,21107
ανασυγκροτώ,15,21108
ανασφάλιστος,15,21109
ανάφερος,15,21110
ανεπανόρθωτα,15,21111
ανεπιβεβαίωτω,15,21112
ανθρακωρυχείο,15,21113
ανθρωποθυσία,15,21114
ανθυπαστυνος,15,21115
ανίερο,15,21116
ανικανοποίητη,15,21117
ανήχνέυση,15,21118
αντεπιτίζω,15,21119
αντιηλιακό,15,21120
αντικατοπτρισμός,15,21121
αντικέρ,15,21122
αντισυνταγματάρχη,15,21123
ανωτέρος,15,21124
απαλαλαμβάνω,15,21125
απέφευγας,15,21126
αποβλακώνω,15,21127
αποδεχθής,15,21128
αποδιοπομπαίο,15,21129
αποθάνω,15,21130
αποθηκευτικός,15,21131
αποκάλυπτης,15,21132
αποκατάστηση,15,21133
αποκοίμηθος,15,21134
απόκρυφος,15,21135
απόλογησος,15,21136
απομεινάρι,15,21137
απόμερα,15,21138
απομνημανεύω,15,21139
απονείχω,15,21140
απονεμώ,15,21141
απονειμβάνω,15,21142
άποπλο,15,21143
αποπροσανατολίζω,15,21144
αποτίμηση,15,21145
αποτινάζω,15,21146
αποφάσιζα,15,21147
αποφοίτος,15,21148
απρέπεια,15,21149
αριστώ,15,21150
αρκεστώ,15,21151
άρσι,15,21152
αρχιμήδης,15,21153
αρός,15,21154
ασβεστόλιθος,15,21155
ατελής,15,21156
ατελιέ,15,21157
ατσαλένι,15,21158
ατυχώς,15,21159
αυτανάφλεξη,15,21160
αυτοάνοσο,15,21161
αυτοκαταστροφικός,15,21162
αυτοκράτωρ,15,21163
αυτολύπηση,15,21164
αφαίρεσα,15,21165
αφαλός,15,21166
αφηγητής,15,21167
αφιππεύω,15,21168
αφοδεύω,15,21169
άφρο,15,21170
αφύσικα,15,21171
αψιμαχία,15,21172
βαπτίστας,15,21173
βάριτερος,15,21174
βασωνίζω,15,21175
βασανισμένος,15,21176
βασιλέως,15,21177
βελτιωθής,15,21178
βερεσέ,15,21179
βήξη,15,21180
βιβλιαράκι,15,21181
βλάσφημο,15,21182
βρισκωντώ,15,21183
βρυκόλακος,15,21184
γάβγισμα,15,21185
γάλλε,15,21186
γαμιάζω,15,21187
γαύγισμα,15,21188
γδυνω,15,21189
γελασμένος,15,21190
γέμα,15,21191
γεροντοκόρας,15,21192
γιάνω,15,21193
γιάνκηδων,15,21194
γιατρίνο,15,21195
γιαρτώ,15,21196
γκρήνουιτς,15,21197
γλασκώβη,15,21198
γλυκόξινος,15,21199
γλυκόριζο,15,21200
γλυκύς,15,21201
γονοτίζω,15,21202
γονιδιακός,15,21203
γουόκμαν,15,21204
γραμμάτιο,15,21205
γρηγοράδα,15,21206
γρονθοκοπώ,15,21207
γυάλχω,15,21208
γυάλιση,15,21209
γυαλόχαρτο,15,21210
γύπας,15,21211
γύρναγο,15,21212
δακτύλιος,15,21213
δεθώ,15,21214
δέοντα,15,21215
δηλητηρίασα,15,21216
δημογραφικός,15,21217
δημοκράτης,15,21218
δημοσίας,15,21219
διαβίβαση,15,21220
διακαώς,15,21221
διακόζω,15,21222
διαμελισμός,15,21223
διατηρημένος,15,21224
διάτρεχη,15,21225
διαφθωρώ,15,21226
διάφυγη,15,21227
διαφυλετικός,15,21228
διεξοδικός,15,21229
δίεση,15,21230
διευκρίνω,15,21231
διηγείζω,15,21232
δικλίδα,15,21233
διοργανών,15,21234
διχαλωτής,15,21235
δίψη,15,21236
δοκιμασμένος,15,21237
δολοπλόκος,15,21238
δοξάρι,15,21239
δυνάμει,15,21240
έγγραφη,15,21241
εγκεφαλίτιδα,15,21242
ειδήμονας,15,21243
εικοσιτετράωρο,15,21244
εισβόλη,15,21245
εισέβαλα,15,21246
εκδικόθηκος,15,21247
έκκριση,15,21248
έκλυση,15,21249
εκμεταλλέω,15,21250
εκπολιτίζω,15,21251
εκσπερμάτωση,15,21252
εκτίσω,15,21253
εκτονώ,15,21254
εκτυλίσσομαι,15,21255
εκφόβιση,15,21256
εκφόρτωση,15,21257
εκφυλιστικός,15,21258
ελεάζω,15,21259
έλιο,15,21260
έλκυθρο,15,21261
ελλείπω,15,21262
έμβασμα,15,21263
εμπλακής,15,21264
έμπλεκα,15,21265
έμπνεη,15,21266
εμπρόσθια,15,21267
εμφύσημα,15,21268
ενστερνίζω,15,21269
εξιστορώ,15,21270
εξοχότατο,15,21271
επακόλουθο,15,21272
επανασχεδιάζω,15,21273
επανατοποθετώ,15,21274
επάνοδος,15,21275
επιβλαβή,15,21276
επιβραδίνω,15,21277
επίγειο,15,21278
επιδέξιο,15,21279
επιθήλιο,15,21280
επικαλεστώ,15,21281
επισκεύωζω,15,21282
επιφώτιση,15,21283
έπρηξα,15,21284
έρημα,15,21285
ερμήνευση,15,21286
ερμηνευτής,15,21287
εσκιμώος,15,21288
έσπρωχνα,15,21289
ετοίμαζας,15,21290
ευαγγέλια,15,21291
εύγευστο,15,21292
εύκαιρος,15,21293
ευπαρουσία,15,21294
εύρετρο,15,21295
εφοδιασμένος,15,21296
εφτάρι,15,21297
ζαχαρία,15,21298
μηλεύω,15,21299
μητώ,15,21300
ζουμάρη,15,21301
ζωώδα,15,21302
ηλιακής,15,21303
ημερησία,15,21304
ηττοπαθή,15,21305
ηχείο,15,21306
θαλπωρή,15,21307
θαυματοποιός,15,21308
θεματικός,15,21309
θεραπεύτω,15,21310
θερβάντης,15,21311
θήβα,15,21312
θηριοτροφείο,15,21313
θνητής,15,21314
θρέμμα,15,21315
θυσίαση,15,21316
ιακώβου,15,21317
ίδιων,15,21318
ιλέρχω,15,21319
ινδιών,15,21320
ινιακός,15,21321
ιπποπόταμος,15,21322
ισπανίς,15,21323
ιστάμενο,15,21324
καβαλιέρος,15,21325
καθηλώ,15,21326
καθωντώ,15,21327
κακόκεφη,15,21328
καλλιεργητής,15,21329
καλλίτεχυ,15,21330
καμαρός,15,21331
καμερούν,15,21332
καμηλοπάρδαλης,15,21333
καμμένας,15,21334
κάνναβης,15,21335
καντάδα,15,21336
καραβίδα,15,21337
καρδιοπάθεια,15,21338
καρδιοπνευμονικός,15,21339
καρτοκινητός,15,21340
καστανό,15,21341
καταγέγω,15,21342
καταγέτω,15,21343
κατακόκκινος,15,21344
καταμεσή,15,21345
καθιπατώ,15,21346
καταστέλλω,15,21347
καθιτώ,15,21348
κατατρέπω,15,21349
καταφατικός,15,21350
καταφτάνω,15,21351
καταχωρίζω,15,21352
κατοικήσιμος,15,21353
κάτοχο,15,21354
κάτοψη,15,21355
κατσαρός,15,21356
καυστήρα,15,21357
καυχιώ,15,21358
κάφρος,15,21359
κέντημα,15,21360
κέρνα,15,21361
κινδύνευο,15,21362
κλεπτομανή,15,21363
κληθώ,15,21364
κλήμα,15,21365
κλίκα,15,21366
κλίνη,15,21367
κλούβιο,15,21368
κλωστής,15,21369
κοβάλτιο,15,21370
κοκκίνω,15,21371
κόκκορα,15,21372
κολάρα,15,21373
κολοσσός,15,21374
κολυμβήτρια,15,21375
κομπιουτεράκι,15,21376
κομπογιαννίτης,15,21377
κορσή,15,21378
κοτσιδάκι,15,21379
κουβάλα,15,21380
κουκλάρας,15,21381
κουλούρα,15,21382
κούμπωμα,15,21383
κουρδισμένος,15,21384
κοφός,15,21385
κραδαίνω,15,21386
κροτίδα,15,21387
κρυπτογράφημα,15,21388
κρύωνα,15,21389
κτήση,15,21390
κυβερνοχώρος,15,21391
κυρτός,15,21392
κύτταρος,15,21393
λάβαινη,15,21394
λαμπάδα,15,21395
λασκάρω,15,21396
λαχανιασμένος,15,21397
λαχίανας,15,21398
λαχταράει,15,21399
λεπρό,15,21400
λιγούρα,15,21401
λιθοβολώ,15,21402
λιποθυμή,15,21403
λιπόθυμη,15,21404
λιπόθυμο,15,21405
λιποτακτώ,15,21406
λογχοφόρος,15,21407
λόρδων,15,21408
λούθηρο,15,21409
λουκάνικος,15,21410
λουκουμός,15,21411
λω,15,21412
λυκειάρχης,15,21413
λυπάς,15,21414
λώτος,15,21415
μάγειρος,15,21416
μαμούνια,15,21417
μάξιμος,15,21418
μαργαρίνη,15,21419
μαρξιστικός,15,21420
μάρτη,15,21421
μάστορο,15,21422
μάστορας,15,21423
μαστουρώ,15,21424
μάφιοζο,15,21425
μεθανώ,15,21426
μεθανόλη,15,21427
μελβούρνη,15,21428
μέριμνο,15,21429
μετάπειση,15,21430
μετατοπίζω,15,21431
μεταπίζω,15,21432
μισαλλοδοξία,15,21433
μόλυνη,15,21434
μονούμαι,15,21435
μουτζούρας,15,21436
μπαγιάτικα,15,21437
μπίρο,15,21438
μπούστο,15,21439
μπούχτισα,15,21440
μυξιάρη,15,21441
ναθαναήλ,15,21442
ναρκισσισμός,15,21443
νέγρικος,15,21444
νέμεση,15,21445
νέρωνος,15,21446
νευρολογία,15,21447
νέγτωνος,15,21448
νιάνιαρο,15,21449
νικούς,15,21450
ντισκοτέκ,15,21451
ντοκτορά,15,21452
ντρόπιασα,15,21453
νυχοκόπτης,15,21454
ξαναβαμβάνω,15,21455
ξαναγγίζω,15,21456
ξαναδουλεύω,15,21457
ξαναθάλλω,15,21458
ξανακοιμαι,15,21459
ξαναπέρω,15,21460
ξανάπεραση,15,21461
ξαναχορεύω,15,21462
ξανάχτιση,15,21463
ξαναχίπω,15,21464
ξαποστέλλω,15,21465
ξέγνοιαστος,15,21466
ξεμπερώ,15,21467
ξεροκεφαλιά,15,21468
ξετρελαμένος,15,21469
ξεφορτωνώ,15,21470
ξεφτίλιζη,15,21471
ξινή,15,21472
ξόδευο,15,21473
ξοδούα,15,21474
ξύλινης,15,21475
οικολογικά,15,21476
οιωνούς,15,21477
οκτάχρονο,15,21478
οκτώβρης,15,21479
ολυμπιονίκη,15,21480
όμικρον,15,21481
ομοίως,15,21482
οξυγονοκόλληση,15,21483
οργάνωνη,15,21484
ορέστη,15,21485
οριοθετώ,15,21486
ορμάνω,15,21487
όρμηση,15,21488
ορμητικά,15,21489
όρχι,15,21490
οστικός,15,21491
ουράλια,15,21492
οχετός,15,21493
παγοκόφτος,15,21494
πάγωμα,15,21495
πακεταρώ,15,21496
παλαβιάρης,15,21497
παλιοκλέφτος,15,21498
πελιώνω,15,21499
παναμάς,15,21500
παντελονάκια,15,21501
πανωρώ,15,21502
παπαγαλάκι,15,21503
παραγίνω,15,21504
παρανοϊκά,15,21505
παρεμφερής,15,21506
παρόντα,15,21507
πασπαλίζω,15,21508
πάσσαλο,15,21509
πατρία,15,21510
πεζοπόρος,15,21511
πεθύμηση,15,21512
πειραγμένος,15,21513
πεκίνου,15,21514
πελαργός,15,21515
πεντάγραμμο,15,21516
περικλείω,15,21517
περιλαίμιο,15,21518
περιτροπή,15,21519
περιφέρομαι,15,21520
περιφερώ,15,21521
πετούνια,15,21522
πετρώμα,15,21523
πηδάστω,15,21524
πιαστώ,15,21525
πιεστώ,15,21526
πίκλα,15,21527
πιλάτο,15,21528
πινάκιδα,15,21529
πινέζα,15,21530
πιουνώ,15,21531
πιωμένω,15,21532
πλαγίως,15,21533
πλαϊνός,15,21534
πλακάκι,15,21535
πλειοδοτώ,15,21536
πλευροκοπώ,15,21537
πληρό,15,21538
πνευστό,15,21539
ποιήσω,15,21540
πολιορκητικός,15,21541
πολωνό,15,21542
πορτάκι,15,21543
πούλαγα,15,21544
πουλάδα,15,21545
πρόδοτης,15,21546
πρόέκταση,15,21547
προκλητικά,15,21548
προμηθέας,15,21549
πρόξενειο,15,21550
προπέτασμα,15,21551
προπονήτρια,15,21552
προσβεβλημένος,15,21553
προσευχίμαι,15,21554
προσκοπικός,15,21555
προστάζω,15,21556
πρόσχαρος,15,21557
προτροπή,15,21558
προϋπηρεσία,15,21559
πρωτάρηδα,15,21560
πρώ,15,21561
πτωχεύω,15,21562
πύον,15,21563
πυρετωδώς,15,21564
ραδιοφάρος,15,21565
ράν,15,21566
ραντεβουδάκι,15,21567
ρατσίστρι,15,21568
ραχιαίος,15,21569
ρεζερβός,15,21570
ρημάξει,15,21571
ρητορεία,15,21572
ριχτός,15,21573
υυθμίζω,15,21574
ρωμαίου,15,21575
σάκα,15,21576
σαπουνίζω,15,21577
σαρκόφαγος,15,21578
σαφέστατα,15,21579
σελοφάν,15,21580
σέρβιρα,15,21581
σημαδέμένος,15,21582
σημάδεψα,15,21583
σηψαιμία,15,21584
σιδηρουργός,15,21585
σικός,15,21586
σκαμπός,15,21587
σκεπτικιστής,15,21588
σκευωρία,15,21589
σκιαγραφώ,15,21590
σκούπιζα,15,21591
σλοβακία,15,21592
σμαραγδένια,15,21593
σουηδοί,15,21594
σπιρτόκουτο,15,21595
σταματαίνω,15,21596
στέρνω,15,21597
στεναγμός,15,21598
στενοχώρια,15,21599
στητός,15,21600
στραβάδιο,15,21601
στρατεύω,15,21602
στρρώ,15,21603
συγγραφικός,15,21604
συγκροτημένος,15,21605
συκωτίός,15,21606
σύλλεγη,15,21607
συμβιώνω,15,21608
συμβαλίζω,15,21609
συμπάθηση,15,21610
συμπάθιο,15,21611
συμπυκνωμένος,15,21612
συναύλια,15,21613
σύνδρομος,15,21614
