surface,lemma,upos
ελεγκτών,ελεγκτής,NOUN
ελεγχόμενη,ελεγχόμενος,ADJ
ελευθέρωση,ελευθέρωση,NOUN
ελευθέρωσης,ελευθέρωση,NOUN
ελευθερία,ελευθερία,NOUN
ελευθερίας,ελευθερία,NOUN
ελευθερίες,ελευθερία,NOUN
ελευθεριών,ελευθερία,NOUN
ελευθερούπολης,ελευθερούπολη,PROPN
ελεύθερα,ελεύθερα,ADV
ελεύθερη,ελεύθερος,ADJ
ελεύθερης,ελεύθερος,ADJ
ελεύθερο,ελεύθερος,ADJ
ελεύθεροι,ελεύθερος,ADJ
ελεύθερος,ελεύθερος,ADJ
ελεύθερος,ελεύθερος,PROPN
ελεύθερό,ελεύθερος,ADJ
ελιές,ελιά,NOUN
ελιγμού,ελιγμός,NOUN
ελκύει,ελκύω,VERB
ελλάδα,ελλάδα,PROPN
ελλάδας,ελλάδα,PROPN
ελλάδος,ελλάδα,PROPN
ελλάδος,ελλάς,PROPN
ελλάς,ελλάς,PROPN
ελλήνων,έλληνας,PROPN
ελλείμματα,έλλειμμα,NOUN
ελλείψεις,έλλειψη,NOUN
ελληνικά,ελληνικός,ADJ
ελληνικές,ελληνικός,ADJ
ελληνική,ελληνικός,ADJ
ελληνικής,ελληνικός,ADJ
ελληνικού,ελληνικός,ADJ
ελληνικό,ελληνικός,ADJ
ελληνικός,ελληνικός,ADJ
ελληνικών,ελληνικός,ADJ
ελληνιστική,ελληνιστικός,ADJ
ελληνοκυπρίων,ελληνοκύπριος,PROPN
ελληνοκυπριακές,ελληνοκυπριακός,ADJ
ελληνοκυπριακή,ελληνοκυπριακός,ADJ
ελληνοτουρκικό,ελληνοτουρκικός,ADJ
ελληνόφωνα,ελληνόφωνος,ADJ
ελλιπής,ελλιπής,ADJ
ελλιπείς,ελλιπής,ADJ
ελλιπώς,ελλιπώς,ADV
ελπίδες,ελπίδα,NOUN
ελπίζει,ελπίζω,VERB
ελπίζοντας,ελπίζω,VERB
ελπίζουμε,ελπίζω,VERB
ελπίζω,ελπίζω,VERB
ελσίνκι,ελσίνκι,PROPN
εμάς,εγώ,PRON
εμβέλεια,εμβέλεια,NOUN
εμβολίου,εμβόλιο,NOUN
εμβολίων,εμβόλιο,NOUN
εμβολιασμού,εμβολιασμός,NOUN
εμβολιαστικής,εμβολιαστικός,ADJ
εμβολιαστούν,εμβολιάζω,VERB
εμβόλια,εμβόλιο,NOUN
εμβόλιο,εμβόλιο,NOUN
εμείς,εγώ,PRON
εμμένει,εμμένω,VERB
εμμονής,εμμονή,NOUN
εμπαιγμός,εμπαιγμός,NOUN
εμπειρία,εμπειρία,NOUN
εμπειρίες,εμπειρία,NOUN
εμπειριών,εμπειρία,NOUN
εμπειρογνωμοσύνη,εμπειρογνωμοσύνη,NOUN
εμπειρογνώμονες,εμπειρογνώμονας,NOUN
εμπιστευτικού,εμπιστευτικός,ADJ
εμπιστευτικό,εμπιστευτικός,ADJ
εμπιστοσύνη,εμπιστοσύνη,NOUN
εμπιστοσύνης,εμπιστοσύνη,NOUN
εμπλέκεται,εμπλέκω,VERB
εμπλέκονται,εμπλέκω,VERB
εμπλέκονταν,εμπλέκω,VERB
εμπλακεί,εμπλέκω,VERB
εμπλεκομένων,εμπλεκόμενος,ADJ
εμπλεκόμενοι,εμπλεκόμενος,ADJ
εμπλοκή,εμπλοκή,NOUN
εμπλουτισμού,δραστηριότητα,NOUN
εμποδίσει,εμποδίζω,VERB
εμπορία,εμπορία,NOUN
εμπορίου,εμπόριο,NOUN
εμπορευματικών,εμπορευματικός,ADJ
εμπορικά,εμπορικός,ADJ
εμπορική,εμπορικός,ADJ
εμπορικό,εμπορικός,ADJ
εμπροσθοφυλακή,εμπροσθοφυλακή,NOUN
εμπρός,εμπρός,ADV
εμπόδια,εμπόδιο,NOUN
εμπόδιο,εμπόδιο,NOUN
εμπόλεμη,εμπόλεμος,ADJ
εμπόλεμης,εμπόλεμος,ADJ
εμπόριο,εμπόριο,NOUN
εμπόρους,έμπορος,NOUN
εμπόρων,έμπορος,NOUN
εμφανές,εμφανής,ADJ
εμφανή,εμφανής,ADJ
εμφανής,εμφανής,ADJ
εμφανίζονται,εμφανίζω,VERB
εμφανίζουν,εμφανίζω,VERB
εμφανίσεις,εμφάνιση,NOUN
εμφανίστηκε,εμφανίζω,VERB
εμφανιστεί,εμφανίζω,VERB
εμφυλίου,εμφύλιος,ADJ
εν,εν,ADP
ενάντια,ενάντια,ADV
ενέκρινε,εγκρίνω,VERB
ενέργειές,ενέργεια,NOUN
ενέργεια,ενέργεια,NOUN
ενέργειας,ενέργεια,NOUN
ενέργειες,ενέργεια,NOUN
ενήμερες,ενήμερος,ADJ
ενήμερο,ενήμερος,ADJ
ενίστανται,ενίσταμαι,VERB
ενίσχυση,ενίσχυση,NOUN
ενίσχυσης,ενίσχυση,NOUN
εναέριο,εναέριος,ADJ
εναλλακτικά,εναλλακτικά,ADJ
εναλλακτικές,εναλλακτικός,ADJ
εναλλακτική,εναλλακτικός,ADJ
εναλλακτικού,εναλλακτικός,ADJ
εναλλασσόμενη,εναλλασσόμενος,ADJ
εναντίον,εναντίον,ADP
εναντιώθηκε,εναντιώνομαι,VERB
εναποθέτοντας,εναποθέτω,VERB
εναπομείναντες,εναπομείνας,ADJ
εναρμόνιση,εναρμόνιση,NOUN
εναρμόνισης,εναρμόνιση,NOUN
ενδέχεται,ενδέχεται,VERB
ενδείξεις,ένδειξη,NOUN
ενδεδειγμένο,ενδείκνυμαι,VERB
ενδεικτικές,ενδεικτικός,ADJ
ενδεικτική,ενδεικτικός,ADJ
ενδεχομένως,ενδεχομένως,ADV
ενδεχόμενα,ενδεχόμενος,ADJ
ενδεχόμενη,ενδεχόμενος,ADJ
ενδεχόμενης,ενδεχόμενος,ADJ
ενδεχόμενο,ενδεχόμενο,NOUN
ενδιάμεση,ενδιάμεσος,ADJ
ενδιάμεσο,ενδιάμεσος,ADJ
ενδιαφέρει,ενδιαφέρω,VERB
ενδιαφέρεστε,ενδιαφέρω,VERB
ενδιαφέρον,ενδιαφέρον,NOUN
ενδιαφέρονται,ενδιαφέρω,VERB
ενδιαφέροντος,ενδιαφέρον,NOUN
ενδιαφέρουν,ενδιαφέρω,VERB
ενδιαφέρουσα,ενδιαφέρων,ADJ
ενδιαφέρουσες,ενδιαφέρων,ADJ
ενδιαφερόμαστε,ενδιαφέρω,VERB
ενδυναμώνει,ενδυναμώνω,VERB
ενεθάρρυνα,ενθαρρύνω,VERB
ενεργά,ενεργά,ADV
ενεργήσει,ενεργώ,VERB
ενεργειακό,ενεργειακός,ADJ
ενεργειών,ενέργεια,NOUN
ενεργητικότητά,ενεργητικότητα,NOUN
ενεργού,ενεργός,ADJ
ενεργούμε,ενεργώ,VERB
ενεργούν,ενεργώ,VERB
ενεργό,ενεργός,ADJ
ενετοί,ενετός,PROPN
ενετός,ενετός,PROPN
ενετών,ενετός,PROPN
ενημέρωσε,ενημερώνω,VERB
ενημέρωση,ενημέρωση,NOUN
ενημέρωσης,ενημέρωση,NOUN
ενημερώνουν,ενημερώνω,VERB
ενημερώσει,ενημερώνω,VERB
ενθαρρυντικά,ενθαρρυντικός,ADJ
ενθαρρυντικό,ενθαρρυντικός,ADJ
ενθαρρύνει,ενθαρρύνω,VERB
ενθαρρύνοντας,ενθαρρύνω,VERB
ενθαρρύνουμε,ενθαρρύνω,VERB
ενθαρρύνω,ενθαρρύνω,VERB
ενθουσιάσει,ενθουσιάζω,VERB
ενθουσιασμό,ενθουσιασμός,NOUN
ενθρονίστηκε,ενθρονίζω,VERB
ενιαία,ενιαίος,ADJ
ενιαίας,ενιαίος,ADJ
ενιαίες,ενιαίος,ADJ
ενιαίο,ενιαίος,ADJ
ενιαίου,ενιαίος,ADJ
ενισχυθεί,ενισχύω,VERB
ενισχύει,ενισχύω,VERB
ενισχύθηκαν,ενισχύω,VERB
ενισχύοντας,ενισχύω,VERB
ενισχύσει,ενισχύω,VERB
ενισχύσεις,ενίσχυση,NOUN
ενισχύσουμε,ενισχύω,VERB
ενισχύσουν,ενισχύω,VERB
ενλόγω,ενλόγω,ADJ
εννεάμηνο,εννεάμηνος,NOUN
εννοηθεί,εννοώ,VERB
ενοικιάσουν,ενοικιάζω,VERB
ενοποίηση,ενοποίηση,NOUN
ενοποιημένες,ενοποιώ,VERB
ενσαρκώνει,ενσαρκώνω,VERB
ενστάλαξαν,ενσταλάζω,VERB
ενσωμάτωση,ενσωμάτωση,NOUN
ενσωμάτωσης,ενσωμάτωση,NOUN
ενσωματωθούν,ενσωματώνω,VERB
ενσωματώθηκαν,ενσωματώνω,VERB
ενσωματώθηκε,ενσωματώνω,VERB
ενσωματώνει,ενσωματώνω,VERB
ενσωματώνεται,ενσωματώνω,VERB
ενσωματώσουμε,ενσωματώνω,VERB
εντάλματος,ένταλμα,NOUN
εντάξατε,εντάσσω,VERB
εντάξει,εντάξει,ADV
εντάξει,εντάσσω,VERB
εντάξουμε,εντάσσω,VERB
εντάσσεται,εντάσσω,VERB
εντάσσονται,εντάσσω,VERB
εντάσσω,εντάσσω,VERB
εντάχθηκε,εντάσσω,VERB
εντατικές,εντατικός,ADJ
εντατική,εντατικός,ADJ
εντατικοποίηση,εντατικοποίηση,NOUN
εντατικοποιηθεί,εντατικοποιώ,VERB
εντατικοποιούμε,εντατικοποιώ,VERB
εντείνονται,εντείνω,VERB
εντελώς,εντελώς,ADV
εντολή,εντολή,NOUN
εντολής,εντολή,NOUN
εντονότατο,έντονος,ADJ
εντοπίζονται,εντοπίζω,VERB
εντοπίσει,εντοπίζω,VERB
εντοπίσουν,εντοπίζω,VERB
εντοπίστηκε,εντοπίζω,VERB
εντοπισμό,εντοπισμός,NOUN
εντούτοις,εντούτοις,ADV
εντυπωσιακά,εντυπωσιακός,ADJ
εντυπωσιακή,εντυπωσιακός,ADJ
εντόπισαν,εντοπίζω,VERB
εντός,εντός,ADV
εντύπωση,εντύπωση,NOUN
εντύπωσης,εντύπωση,NOUN
ενωμένη,ενώνω,VERB
ενωμένος,ενώνω,VERB
ενός,ένας,DET
ενότητα,ενότητα,NOUN
ενότητας,ενότητα,NOUN
ενόψει,ενόψει,ADP
ενώ,ενώ,SCONJ
ενώνει,ενώνω,VERB
ενώνονται,ενώνω,VERB
ενώνοντας,ενώνω,VERB
ενώπιον,ενώπιον,ADP
ενώσει,ενώνω,VERB
ενώσεως,ένωση,NOUN
εξ,εκ,ADP
εξάγονται,εξάγω,VERB
εξάλειψη,εξάλειψη,NOUN
εξάλειψης,εξάλειψη,NOUN
εξάλλου,εξάλλου,ADV
εξάμηνη,εξάμηνος,ADJ
εξάπλωση,εξάπλωση,NOUN
εξάπλωσης,εξάπλωση,NOUN
εξάρθρωση,εξάρθρωση,NOUN
εξάρτηση,εξάρτηση,NOUN
εξέγερση,εξέγερση,NOUN
εξέδωσαν,εκδίδω,VERB
εξέδωσε,εκδίδω,VERB
εξέθεσε,εκθέτω,VERB
εξέλιξη,εξέλιξη,NOUN
εξέπεμψε,εκπέμπω,VERB
εξέταση,εξέταση,NOUN
εξέφρασαν,εκφράζω,VERB
εξέφρασε,εκφράζω,VERB
εξέχοντα,εξέχων,ADJ
εξήγαγε,εξάγω,VERB
εξήγησε,εξηγώ,VERB
εξής,εξής,ADV
εξίσου,εξίσου,ADV
εξαίρεση,εξαίρεση,NOUN
εξαίρεσης,εξαίρεση,NOUN
εξαίρετη,εξαίρετος,ADJ
εξαίρετο,εξαίρετος,ADJ
εξαγγελθεί,εξαγγέλλω,VERB
εξαγοράς,εξαγορά,NOUN
εξαγωγικές,εξαγωγικός,ADJ
εξαιρετικά,εξαιρετικά,ADV
εξαιρετική,εξαιρετικός,ADJ
εξαιρετικής,εξαιρετικός,ADJ
εξαιρετικό,εξαιρετικός,ADJ
εξαιρούνταν,εξαιρώ,VERB
εξαιρώντας,εξαιρώ,VERB
εξαιτίας,εξαιτίας,ADP
εξακολουθήσει,εξακολουθώ,VERB
εξακολουθήσουμε,εξακολουθώ,VERB
εξακολουθεί,εξακολουθώ,VERB
εξακολουθούμε,εξακολουθώ,VERB
εξακολουθούν,εξακολουθώ,VERB
εξακρίβωσε,εξακριβώνω,VERB
εξακριβώσει,εξακριβώνω,VERB
εξαμηνιαίας,εξαμηνιαίος,ADJ
εξαναγκάσουν,εξαναγκάζω,VERB
εξανεμίζονται,εξανεμίζω,VERB
εξαντληθούν,εξαντλώ,VERB
εξαντλητική,εξαντλητικός,ADJ
εξαπλώνεται,εξαπλώνω,VERB
εξαπολύσει,εξαπολύω,VERB
εξαρθρώθηκε,εξαρθρώνω,VERB
εξαρτάται,εξαρτώ,VERB
εξαρτημένα,εξαρτώ,VERB
εξαρτώνται,εξαρτώ,VERB
εξαρχίας,εξαρχία,NOUN
εξασφάλιση,εξασφάλιση,NOUN
εξασφάλισης,εξασφάλιση,NOUN
εξασφαλίζει,εξασφαλίζω,VERB
εξασφαλίζουν,εξασφαλίζω,VERB
εξασφαλίσει,εξασφαλίζω,VERB
εξασφαλίσουμε,εξασφαλίζω,VERB
εξασφαλίσουν,εξασφαλίζω,VERB
εξασφαλιστεί,εξασφαλίζω,VERB
εξαφανίστηκαν,εξαφανίζω,VERB
εξεγερμένους,εξεγερμένος,ADJ
εξειδίκευση,εξειδίκευση,NOUN
εξελέγη,εκλέγω,VERB
εξελίξεις,εξέλιξη,NOUN
εξελίξεων,εξέλιξη,NOUN
εξελίσσεται,εξελίσσω,VERB
εξελισσόταν,εξελίσσω,VERB
εξερράγη,εκρήγνυμαι,VERB
εξετάζει,εξετάζω,VERB
εξετάζονται,εξετάζω,VERB
εξετάζουμε,εξετάζω,VERB
εξετάσαμε,εξετάζω,VERB
εξετάσει,εξετάζω,VERB
εξετάσθηκαν,εξετάζω,VERB
εξετάσθηκε,εξετάζω,VERB
εξετάσουμε,εξετάζω,VERB
εξετάσουν,εξετάζω,VERB
εξετάστηκαν,εξετάζω,VERB
εξετάσω,εξετάζω,VERB
εξεταστούν,εξετάζω,VERB
εξευρεθεί,εξευρίσκω,VERB
εξεύρεση,εξεύρεση,NOUN
εξηγήσαμε,εξηγώ,VERB
εξηγήσω,εξηγώ,VERB
εξηγεί,εξηγώ,VERB
εξιτήριο,εξιτήριο,NOUN
εξοικονόμηση,εξοικονόμηση,NOUN
εξολοκλήρου,εξολοκλήρου,ADV
εξοπλισμού,εξοπλισμός,NOUN
εξοπλισμό,εξοπλισμός,NOUN
εξουδετερώσει,εξουδετερώνω,VERB
εξουσία,εξουσία,NOUN
εξουσίαζαν,εξουσιάζω,VERB
εξουσίας,εξουσία,NOUN
εξουσίες,εξουσία,NOUN
εξουσιοδοτηθεί,εξουσιοδοτώ,VERB
εξουσιοδότησε,εξουσιοδοτώ,VERB
εξτρεμιστές,εξτρεμιστής,NOUN
εξτρεμιστών,εξτρεμιστής,NOUN
εξυπηρετήσουν,εξυπηρετώ,VERB
εξυπηρετείται,εξυπηρετώ,VERB
εξυπηρετούσε,εξυπηρετώ,VERB
εξωευρωπαϊκή,εξωευρωπαϊκή,ADJ
εξωθούσαν,εξωθώ,VERB
εξωτερικές,εξωτερικός,ADJ
εξωτερική,εξωτερικός,ADJ
εξωτερικής,εξωτερικός,ADJ
εξωτερικό,εξωτερικό,NOUN
εξωτερικό,εξωτερικός,ADJ
εξωτερικών,εξωτερικά,NOUN
εξόδου,έξοδος,NOUN
εξόριστη,εξόριστος,ADJ
εξόριστο,εξόριστος,ADJ
εξόριστοι,εξόριστος,ADJ
εξόριστος,εξόριστος,ADJ
εξόριστους,εξόριστος,ADJ
εξόριστων,εξόριστος,ADJ
εξόρυξή,εξόρυξη,NOUN
εξόρυξης,εξόρυξη,NOUN
επ',επί,ADP
επέδειξαν,επιδεικνύω,VERB
επέδειξε,επιδεικνύω,VERB
επέκταση,επέκταση,NOUN
επέλεξε,επιλέγω,VERB
επέμβαση,επέμβαση,NOUN
